Place;Date;Page;Sector;Country Code;Year;Latitude;Longitude;Country;Region;Region District
Spomyšl;;8;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Spořice;;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Spytihněv;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Srbeč;;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Srbice;;16;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Srbín;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Srbská Kamenice;;2;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Srbsko;1995-07-29;8;C;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Srby;;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Srch;;10;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Srní;;31;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sruby;1994-01-01;11;C;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Stádlec;;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stachy;;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stáj;;20;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stakčín;2026-06-01;44;A;SK;2026;49,0039415;22,2336337;Slovensko;Prešovský kraj;okres Snina
Staňkov (Domažlice);;16;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staňkov (Jindřichův Hradec);;33;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stankovany;1994-01-01;25;D;SK;1994;49,1461848;19,1716395;Slovensko;Žilinský kraj;okres Ružomberok
Staňkovice;;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Bělá;;24;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Bystrica;1994-01-01;25;C;SK;1994;49,3461424;18,9381402;Slovensko;Žilinský kraj;okres Čadca
Stará Červená Voda;;12;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Halič;1994-01-01;40;C;SK;1994;48,3665724;19,5738398;Slovensko;Banskobystrický kraj;okres Lučenec
Stará Hlína;1994-01-01;33;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Huť;;18;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Huta;2018-07-01;40;C;SK;2018;48,4733927;19,3434751;Slovensko;Banskobystrický kraj;okres Detva
Stará Kremnička;1994-01-01;39;C;SK;1994;48,602484;18,8878521;Slovensko;Banskobystrický kraj;okres Žiar nad Hronom
Stará Lesná;1994-01-01;27;C;SK;1994;49,1368294;20,3066302;Slovensko;Prešovský kraj;okres Kežmarok
Stará Libavá;;23;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Ľubovňa;1994-01-01;27;D;SK;1994;49,3001533;20,6889231;Slovensko;Prešovský kraj;okres Stará Ľubovňa
Stará Lysá;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Paka;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Role;;6;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Říše;2021-09-10;20;C;CZ;2021;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Turá;2003-12-13;37;B;SK;2003;48,7782198;17,6948774;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Stará Ves (Bruntál);;12;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Ves (Přerov);;23;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Ves nad Ondřejnicí;;24;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Ves u Bílovce;;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Voda (Cheb);;6;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stará Voda (Spišská Nová Ves);1999-07-18;42;A;SK;1999;48,7999626;20,6759361;Slovensko;Košický kraj;okres Gelnica
Staré Buky;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Čívice;;10;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Hamry;2004-02-14;24;D;CZ;2004;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Heřminovy;;13;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Hobzí;;34;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Hory;1994-01-01;39;B;SK;1994;48,8385543;19,1147881;Slovensko;Banskobystrický kraj;okres Banská Bystrica
Staré Hradiště;;10;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Hrady;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Křečany;;2;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Město (Bruntál);2022-04-15;13;C;CZ;2022;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Město (Frýdek-Místek);;24;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Město (Svitavy);;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Město (Šumperk);;12;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Město pod Landštejnem;;33;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Město u Uherského Hradiště;1998-08-01;37;A;CZ;1998;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Ransko;;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Sedliště;;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Sedlo (Písek);;18;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Sedlo (Tachov);;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Smrkovice;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Splavy;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Těchanovice;;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staré Ždánice;;10;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Starina;;30;C;SK;1899;49,06667;22,26667;Slovakia;Prešovský kraj;okres Snina
Stárkov;;11;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Starovičky;2001-06-16;36;A;CZ;2001;#N/A;#N/A;#N/A;#N/A;#N/A
Starý Bohumín;;24;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Starý Bydžov;;10;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Starý Dvůr;;20;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Starý Hrádok;1994-01-01;48;B;SK;1994;48,1512068;18,6384184;Slovensko;Nitriansky kraj;okres Levice
Starý Hrozenkov;1998-08-01;37;B;CZ;1998;#N/A;#N/A;#N/A;#N/A;#N/A
Starý Jičín;;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Starý Kolín;1994-01-01;10;C;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Starý Plzenec;1995-08-09;17;A;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Starý Poddvorov;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Starý Smokovec;1994-01-01;27;C;SK;1994;49,1414836;20,2221042;Slovensko;Prešovský kraj;okres Poprad
Starý Svojanov;;21;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Starý Tekov;1994-01-01;48;B;SK;1994;48,2457673;18,5318476;Slovensko;Nitriansky kraj;okres Levice
Stařec;;20;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stařechovice;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staříč;;24;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Staškov;1995-07-26;25;C;SK;1995;49,4235748;18,6951166;Slovensko;Žilinský kraj;okres Čadca
Staškovce;2020-06-19;29;D;SK;2020;49,2795384;21,753625;Slovensko;Prešovský kraj;okres Stropkov
Stebnícka Huta;2020-06-20;28;D;SK;2020;49,4095518;21,2497497;Slovensko;Prešovský kraj;okres Bardejov
Stěbořice;;13;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stehelčeves;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stěžery;;10;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stod;;16;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stodůlky;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stonařov;;20;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stonavo;;24;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stožec;1995-08-06;31;B;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Stožok;2018-07-01;40;C;SK;2018;48,5290788;19,3589426;Slovensko;Banskobystrický kraj;okres Detva
Stradouň;;11;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strachotice;;35;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strachotín;;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strakonice;1995-08-09;17;D;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Straky;;9;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stráňany;1994-01-01;27;D;SK;1994;49,3677411;20,5407803;Slovensko;Prešovský kraj;okres Stará Ľubovňa
Stráňavy;;25;C;SK;1899;49,1712139;18,8193883;Slovensko;Žilinský kraj;okres Žilina
Strančice;2003-08-10;9;C;CZ;2003;#N/A;#N/A;#N/A;#N/A;#N/A
Strání;;37;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stránka;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stránov;;9;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stránska;2002-09-28;41;C;SK;2002;48,4035359;20,2807336;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Stránske;2021-07-26;39;A;SK;2021;49,1189806;18,7052818;Slovensko;Žilinský kraj;okres Žilina
Stránské;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strašice;;17;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strašín;;17;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Straškov - Vodochody;1994-01-01;8;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Strašov;;10;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stratená;1994-01-01;41;B;SK;1994;48,8710618;20,3417792;Slovensko;Košický kraj;okres Rožňava
Stratov;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stráž;;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stráž nad Nežárkou;1994-01-01;33;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Stráž nad Nisou;;3;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stráž nad Ohří;;6;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stráž pod Ralskem;;3;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strážek;;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Streženice;1994-01-01;38;A;SK;1994;49,1078;18,30581;Slovakia;Trenčiansky kraj;okres Púchov
Stražisko;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stražiště;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strážkovice;;32;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strážky;1994-01-01;27;D;SK;1994;49,1740626;20,4567126;Slovensko;Prešovský kraj;okres Kežmarok
Strážné;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strážnice;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strážný;;31;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strážov;;16;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strážovice;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strážske;2002-09-28;43;B;SK;2002;48,8746597;21,8337692;Slovensko;Košický kraj;okres Michalovce
Strečno;1994-01-01;25;C;SK;1994;49,1880017;18,8643093;Slovensko;Žilinský kraj;okres Žilina
Streda nad Bodrogom;;43;D;SK;1899;48,3752217;21,7548821;Slovensko;Košický kraj;okres Trebišov
Stredná Revúca;1994-01-01;39;B;SK;1994;48,9217436;19,1798668;Slovensko;Žilinský kraj;okres Ružomberok
Stredné Plachtince;2018-07-01;49;B;SK;2018;48,224054;19,2936379;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Stredné Turovce;1994-01-01;49;A;SK;1994;48,1084747;18,9461993;Slovensko;Nitriansky kraj;okres Levice
Stredný Sliač;1994-01-01;40;A;SK;1994;49,0546046;19,3888092;Slovensko;Žilinský kraj;okres Ružomberok
Strekov;1994-01-01;48;D;SK;1994;47,903913;18,4183144;Slovensko;Nitriansky kraj;okres Nové Zámky
Strelnice;2018-07-01;41;C;SK;2018;48,5134187;20,2547024;Slovensko;Banskobystrický kraj;okres Revúca
Strelníky;1994-01-01;40;C;SK;1994;48,7217604;19,3938069;Slovensko;Banskobystrický kraj;okres Banská Bystrica
Štretava;;44;C;SK;1899;48,6433901;22,0021974;Slovensko;Košický kraj;okres Michalovce
Striežovce;;41;C;SK;1899;48,5282492;20,0282585;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Strihovce;2026-06-01;44;A;SK;2026;48,8968059;22,2790016;Slovensko;Prešovský kraj;okres Snina
Strmilov;;19;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stročín;1996-07-10;29;C;SK;1996;49,2664878;21,5980323;Slovensko;Prešovský kraj;okres Svidník
Stropkov;2020-07-24;29;C;SK;2020;49,2020091;21,6521343;Slovensko;Prešovský kraj;okres Stropkov
Struhaře;;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Struhařov (Benešov);;19;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Struhařov (Praha-východ);;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strunkovice nad Blanicí;;32;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Strupčice;;7;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stružinec;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stružná;;6;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stružnice;;2;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Středokluky;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Střelice (Brno-venkov);;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Střelice (Olomouc);2026-05-24;22;B;CZ;2026;#N/A;#N/A;#N/A;#N/A;#N/A
Střelná;1994-01-01;24;C;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Střelské Hoštice;1995-08-09;17;D;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Střevač;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Střezimíř;;18;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stříbrná;;5;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stříbrná Skalice;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stříbrnice (Šumperk);;12;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stříbrnice (Uherské Hradiště);;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stříbro;1994-01-01;16;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Stříbřec;;33;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Střílky;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Střítež (Jihlava);;20;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Střítež (Třebíč);;20;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Střítež (Vsetín);;24;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Střítež (Žďár nad Sázavou);;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Střítež nad Ludinou;;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Studánka (Cheb);;5;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Studánka (Tachov);;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Studená;2021-09-10;19;D;CZ;2021;#N/A;#N/A;#N/A;#N/A;#N/A
Studená Loučka;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Studenec (Semily);;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Studenec (Třebíč);;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Studénka;1994-01-01;24;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Studienka;1998-06-01;36;D;SK;1998;48,5266791;17,1367028;Slovensko;Bratislavský kraj;okres Malacky
Studnice (Chrudim);;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Studnice (Vyškov);;22;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stuľany;2025-06-10;29;C;SK;2025;49,1420566;21,4058627;Slovensko;Prešovský kraj;okres Bardejov
Stupava;1994-01-01;46;B;SK;1994;48,273044;17,0329528;Slovensko;Bratislavský kraj;okres Malacky
Stupné;2023-05-06;24;D;SK;2023;49,1943532;18,4398735;Slovensko;Trenčiansky kraj;okres Považská Bystrica
Stupno;;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stvolínky;;8;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Stvolny;;7;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sučany;1994-01-01;39;A;SK;1994;49,0990866;18,9937678;Slovensko;Žilinský kraj;okres Martin
Sudice (Blansko);;22;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sudice (Opava);;14;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sudkov;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sudoměřice;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sudoměřice u Bechyně;;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sudoměřice u Tábora;1994-01-01;19;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Súdovce;1994-01-01;49;A;SK;1994;48,2091925;18,8360406;Slovensko;Banskobystrický kraj;okres Krupina
Sudovo Hlavno;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Suchá;;10;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Suchá Hora;1994-01-01;26;D;SK;1994;49,3660791;19,7897018;Slovensko;Žilinský kraj;okres Tvrdošín
Suchá Loz;;37;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Suchá nad Parnou;2022-01-22;37;C;SK;2022;48,4123658;17,48995;Slovensko;Trnavský kraj;okres Trnava
Sucháň;;49;B;SK;1899;48,3134759;19,2223424;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Suchdol (Kutná Hora);;9;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Suchdol (Praha-západ);;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Suchdol (Prostějov);;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Suchdol nad Lužnicí;1994-01-01;33;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Suchdol nad Odrou;1994-01-01;23;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Suché;;43;B;SK;1899;48,7659706;21,8369819;Slovensko;Košický kraj;okres Michalovce
Suché Brezovo;;50;A;SK;1899;48,3083864;19,3593352;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Suché Lazce;;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Suchohrad;1995-04-29;36;C;SK;1995;48,4070841;16,856987;Slovensko;Bratislavský kraj;okres Malacky
Suchohrdly u Miroslavi;;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Suchomasty;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Suchov;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Suchý Důl;;11;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sukorady (Jičín);;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sukorady (Litoměřice);;8;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sulice;1994-01-01;8;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Sulimov;;23;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sulín;2022-07-10;28;C;SK;2022;49,3632659;20,7541513;Slovensko;Prešovský kraj;okres Stará Ľubovňa
Sulkovec;;21;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Súľov - Hradná;2021-05-29;24;D;SK;2021;49,1649183;18,5878333;Slovensko;Žilinský kraj;okres Bytča
Súlovce;2018-07-01;38;C;SK;2018;48,4645652;18,1691573;Slovensko;Nitriansky kraj;okres Topoľčany
Supíkovice;;12;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sušany;2019-06-22;40;D;SK;2019;48,4101272;19,8898276;Slovensko;Banskobystrický kraj;okres Poltár
Sušice;;17;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sútor;;51;A;SK;1899;48,350631;20,1230022;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Svádov;;2;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svarín;1998-06-29;40;B;SK;1998;49,0113287;19,853737;Slovensko;Žilinský kraj;okres Liptovský Mikuláš
Svárov;;3;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svatá;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svatá Maří;;31;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svatava;;6;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svatobořice;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svätoplukovo;2019-09-16;48;A;SK;2019;48,2275708;18,0543483;Slovensko;Nitriansky kraj;okres Nitra
Svatoslav (Brno-venkov);;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svatoslav (Jihlava);;20;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svatý Jan;;18;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svatý Jan nad Matší;;32;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svaty Jan pod Skalou;2018-07-01;8;C;CZ;2018;#N/A;#N/A;#N/A;#N/A;#N/A
Svätý Kríž;1994-01-01;40;A;SK;1994;49,0507373;19,5348217;Slovensko;Žilinský kraj;okres Liptovský Mikuláš
Svébohov;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svederník;1994-01-01;24;D;SK;1994;49,2636153;18,6457761;Slovensko;Žilinský kraj;okres Žilina
Svéradice;;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Sverepec;1994-01-01;38;B;SK;1994;49,0828792;18,406933;Slovensko;Trenčiansky kraj;okres Považská Bystrica
Světec;;7;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Světlá;2022-04-15;13;C;CZ;2022;#N/A;#N/A;#N/A;#N/A;#N/A
Světlá nad Sázavou;;20;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Světlá pod Ještědem;;3;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svetlice;;30;C;SK;1899;49,1649768;22,0376539;Slovensko;Prešovský kraj;okres Medzilaborce
Světlík;;32;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Světnov;;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svidnička;2020-06-19;29;C;SK;2020;49,3826938;21,5698281;Slovensko;Prešovský kraj;okres Svidník
Svidník;1996-07-10;29;C;SK;1996;49,3085082;21,5733508;Slovensko;Prešovský kraj;okres Svidník
Svinaře;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svinica;2002-09-28;43;A;SK;2002;48,7336635;21,4639034;Slovensko;Košický kraj;okres Košice - okolie
Svinná;2003-12-30;38;A;SK;2003;48,7851546;18,161449;Slovensko;Trenčiansky kraj;okres Trenčín
Svinov;;24;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svit;1994-01-01;41;A;SK;1994;49,0582357;20,1965291;Slovensko;Prešovský kraj;okres Poprad
Svitávka;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svitavy;2005-08-28;21;B;CZ;2005;#N/A;#N/A;#N/A;#N/A;#N/A
Svítkov;1994-01-01;10;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Svoboda nad Úpou;;10;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svobodné Dvory;;10;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svobodné Heřmanice;;13;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svodín;1994-01-01;48;D;SK;1994;47,9119926;18,4980838;Slovensko;Nitriansky kraj;okres Nové Zámky
Svodov;1994-01-01;49;A;SK;1994;48,079961;18,6539295;Slovensko;Nitriansky kraj;okres Levice
Svojanov;;21;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svojetín;;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svojšice (Kolín);;9;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svojšice (Příbram);;18;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svojšín;;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svor;1997-05-30;3;A;CZ;1997;#N/A;#N/A;#N/A;#N/A;#N/A
Svratka;;21;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svratouch;;21;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Svrčinovec;1994-01-01;25;C;SK;1994;49,4807599;18,7929897;Slovensko;Žilinský kraj;okres Čadca
Sychrov;;9;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Syrovice;;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Syrovín;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šaca;1994-01-01;42;D;SK;1994;48,6318242;21,1712124;Slovensko;Košický kraj;
